tripID,vehicle_id,blockID,direction,garage,messageCode,routeNumber
7106055,102,9025,0,ELMO,927,100
7106055,238,9025,0,ELMO,927,100
7106055,107,9025,0,ELMO,927,100
7106055,213,9025,0,ELMO,927,100
7106056,411,9049,0,ELMO,927,100
7106056,235,9049,0,ELMO,927,100
7106056,232,9049,0,ELMO,927,100
7106056,318,9049,0,ELMO,927,100
7106056,231,9049,0,ELMO,927,100
7106056,420,9049,0,ELMO,927,100
7106057,125,9031,0,ELMO,892,100
7106057,250,9031,0,ELMO,892,100
7106057,312,9031,0,ELMO,892,100
7106057,218,9031,0,ELMO,892,100
7106058,209,9004,0,RUBY,892,100
7106058,245,9004,0,RUBY,892,100
7106058,227,9004,0,RUBY,892,100
7106058,242,9004,0,RUBY,892,100
7106059,238,9025,0,ELMO,892,100
7106059,412,9025,0,ELMO,892,100
7106059,107,9025,0,ELMO,892,100
7106059,417,9025,0,ELMO,892,100
7106060,230,9031,0,ELMO,892,100
7106060,321,9031,0,ELMO,892,100
7106060,250,9031,0,ELMO,892,100
7106060,218,9031,0,ELMO,892,100
7106061,209,9004,0,RUBY,892,100
7106061,242,9004,0,RUBY,892,100
7106061,245,9004,0,RUBY,892,100
7106061,227,9004,0,RUBY,892,100
7106062,417,9025,0,ELMO,892,100
7106062,107,9025,0,ELMO,892,100
7106062,238,9025,0,ELMO,892,100
7106062,412,9025,0,ELMO,892,100
7106063,230,9031,0,ELMO,892,100
7106063,250,9031,0,ELMO,892,100
7106063,126,9031,0,ELMO,892,100
7106063,216,9031,0,ELMO,892,100
7106063,321,9031,0,ELMO,892,100
7106063,218,9031,0,ELMO,892,100
7106064,210,9004,0,RUBY,892,100
7106064,105,9004,0,RUBY,892,100
7106064,245,9004,0,RUBY,892,100
7106064,209,9004,0,RUBY,892,100
7106064,242,9004,0,RUBY,892,100
7106064,227,9004,0,RUBY,892,100
7106065,213,9025,0,ELMO,892,100
7106065,102,9025,0,ELMO,892,100
7106065,412,9025,0,ELMO,892,100
7106065,238,9025,0,ELMO,892,100
7106065,417,9025,0,ELMO,892,100
7106065,107,9025,0,ELMO,892,100
7106066,116,9014,0,RUBY,892,100
7106066,241,9014,0,RUBY,892,100
7106066,249,9014,0,RUBY,892,100
7106066,251,9014,0,RUBY,892,100
7106066,205,9014,0,RUBY,892,100
7106066,225,9014,0,RUBY,892,100
7106067,228,9031,0,ELMO,892,100
7106067,218,9031,0,ELMO,892,100
7106067,321,9031,0,ELMO,892,100
7106067,309,9031,0,ELMO,892,100
7106067,250,9031,0,ELMO,892,100
7106067,230,9031,0,ELMO,892,100
7106068,242,9004,0,RUBY,892,100
7106068,209,9004,0,RUBY,892,100
7106068,245,9004,0,RUBY,892,100
7106068,227,9004,0,RUBY,892,100
7106069,107,9025,0,ELMO,892,100
7106069,238,9025,0,ELMO,892,100
7106069,412,9025,0,ELMO,892,100
7106069,417,9025,0,ELMO,892,100
7106069,102,9025,0,ELMO,892,100
7106069,213,9025,0,ELMO,892,100
7106070,251,9014,0,RUBY,892,100
7106070,241,9014,0,RUBY,892,100
7106070,205,9014,0,RUBY,892,100
7106070,249,9014,0,RUBY,892,100
7106070,225,9014,0,RUBY,892,100
7106070,116,9014,0,RUBY,892,100
7106071,218,9031,0,ELMO,906,100
7106071,321,9031,0,ELMO,906,100
7106071,230,9031,0,ELMO,906,100
7106071,228,9031,0,ELMO,906,100
7106071,250,9031,0,ELMO,906,100
7106071,309,9031,0,ELMO,906,100
7106072,105,9004,0,RUBY,906,100
7106072,209,9004,0,RUBY,906,100
7106072,242,9004,0,RUBY,906,100
7106072,210,9004,0,RUBY,906,100
7106072,227,9004,0,RUBY,906,100
